time	N1	N2
359.600000	24.874664	38.589829
360.000000	25.304078	38.660710
360.400000	3.605000	5.323750
360.800000	6.264423	18.203668
361.200000	9.027723	35.645533
361.600000	11.900101	39.115430
362.000000	15.132421	39.332227
362.400000	18.379592	39.401990
362.800000	21.041130	39.467342
363.200000	22.753989	39.534230
363.600000	23.652723	39.603049
364.000000	24.067723	39.673876
364.400000	3.755000	5.307000
364.800000	6.590738	17.953367
365.200000	9.645333	34.783421
365.600000	12.893712	38.127300
366.000000	16.497779	38.337433
366.400000	20.032143	38.405425
366.800000	22.873464	38.469193
367.200000	24.681785	38.534473
367.600000	25.625561	38.601631
368.000000	26.060340	38.670743
368.400000	3.653250	5.307250
368.800000	6.328373	17.853342
369.200000	9.243950	34.785871
369.600000	12.464539	38.229050
370.000000	16.193206	38.441403
370.400000	19.962459	38.508234
370.800000	23.043236	38.570635
371.200000	25.018833	38.634450
371.600000	26.053182	38.700078
